year,sitename,ID_CODE,country,Occupancy_Strix_uralensis_Slovenia,occupancy_other_occupant,other_occupant_notes,occupied,eggnumber,eggshatched,eggs_not_hatched,largeyoung,fledgedyoung,young_not_fledged,noise_mean,Rangeland_500,Trees_500,Built_up_500,D_nearest_anyroad,D_nearest_major,D_nearest_minor,buildings_prop,LP_mean,long,lat,,Legend:
2022,SL05,FRA83,France,,,,0,0,0,0,0,0,0,65.07965514,0.035,0.678,0,1412.229817,1692.599106,1412.229817,0,0,4.919166,46.916544,,
2023,SL05,FRA83,France,,,,0,0,0,0,0,0,0,65.07965514,0,0.679,0,1412.229817,1692.599106,1412.229817,0,0,4.919166,46.916544,,
2011,Karciupio_miskas_330_kv_A,LTU120,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,65.06111476,0.031,0.969,0,889.0713239,2046.800417,889.0713239,0,0.516666671,24.182035,54.906199,,
2012,Karciupio_miskas_330_kv_A,LTU120,Lithuania,,,,1,4,4,0,4,unknown,#VALUE!,65.06111476,0.031,0.969,0,889.0713239,2046.800417,889.0713239,0,0.516666671,24.182035,54.906199,,
2013,Karciupio_miskas_330_kv_A,LTU120,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,65.06111476,0.031,0.969,0,889.0713239,2046.800417,889.0713239,0,0.416666667,24.182035,54.906199,,
2014,Karciupio_miskas_330_kv_A,LTU120,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,65.06111476,0.031,0.969,0,889.0713239,2046.800417,889.0713239,0,0.516666671,24.182035,54.906199,,
2015,Karciupio_miskas_330_kv_A,LTU120,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,65.06111476,0.031,0.969,0,889.0713239,2046.800417,889.0713239,0,0.5,24.182035,54.906199,,
2016,Karciupio_miskas_330_kv_A,LTU120,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,65.06111476,0.031,0.969,0,889.0713239,2046.800417,889.0713239,0,0.166666667,24.182035,54.906199,,
2017,Karciupio_miskas_330_kv_A,LTU120,Lithuania,,,,1,5,unknown,2,3,unknown,#VALUE!,65.06111476,0.031,0.969,0,889.0713239,2046.800417,889.0713239,0,0.5,24.182035,54.906199,,
2018,Karciupio_miskas_330_kv_A,LTU120,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,65.06111476,0.039,0.961,0,889.0713239,2046.800417,889.0713239,0,0.516666671,24.182035,54.906199,,
2019,Karciupio_miskas_330_kv_A,LTU120,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,65.06111476,0.039,0.961,0,889.0713239,2046.800417,889.0713239,0,0.650000006,24.182035,54.906199,,
2020,Karciupio_miskas_330_kv_A,LTU120,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,65.06111476,0.041,0.959,0,889.0713239,2046.800417,889.0713239,0,0,24.182035,54.906199,,
2023, Dotnuvos_miskas_15_kv_C,LTU4,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,65.04605609,0.005,0.974,0,2035.439206,3433.247868,2035.439206,0,0,23.769515,55.431651,,
2012,FALSE,SWE3,Sweden,,,,1,4,4,0,4,4,0,65.02406071,0.139,0.266,0.011,317.0831403,11846.35264,317.0831403,1.398059373,0,14.21449,58.563096,,
2015,FALSE,SWE3,Sweden,,,,1,4,unknown,2,2,2,0,65.02406071,0.139,0.266,0.011,317.0831403,11846.35264,317.0831403,1.398059373,0,14.21449,58.563096,,
2016,FALSE,SWE3,Sweden,,,,1,4,3,1,3,3,0,65.02406071,0.139,0.266,0.011,317.0831403,11846.35264,317.0831403,1.398059373,0,14.21449,58.563096,,
2019,FALSE,SWE3,Sweden,,,,1,4,4,0,4,3,1,65.02406071,0.007,0.241,0.013,317.0831403,11846.35264,317.0831403,1.398059373,0,14.21449,58.563096,,
2020,FALSE,SWE3,Sweden,,,,1,2,2,0,2,2,0,65.02406071,0.006,0.256,0.009,317.0831403,11846.35264,317.0831403,1.398059373,0,14.21449,58.563096,,
2017,FALSE,SWE3,Sweden,,,,1,2,2,0,2,2,0,65.02406071,0.139,0.266,0.011,317.0831403,11846.35264,317.0831403,1.398059373,0,14.21449,58.563096,,
2021,FALSE,SWE3,Sweden,,,,1,3,3,0,3,3,0,65.02406071,0.011,0.273,0.009,317.0831403,11846.35264,317.0831403,1.398059373,0,14.21449,58.563096,,
2011,Vinne,NOR198,Norway,,,,0,0,0,0,0,0,0,65.02267429,0,0.332,0.001,9.828992898,1202.125382,9.828992898,3.702776682,0.825000003,11.535917,63.778194,,
2012,Vinne,NOR198,Norway,,,,0,0,0,0,0,0,0,65.02267429,0,0.332,0.001,9.828992898,1202.125382,9.828992898,3.702776682,0.825000003,11.535917,63.778194,,
2013,Vinne,NOR198,Norway,,,,1,5,,2,3,3,0,65.02267429,0,0.332,0.001,9.828992898,1202.125382,9.828992898,3.702776682,0.8125,11.535917,63.778194,,
2014,Vinne,NOR198,Norway,,,,1,5,,5,0,0,0,65.02267429,0,0.332,0.001,9.828992898,1202.125382,9.828992898,3.702776682,0.750000007,11.535917,63.778194,,
2016,Vinne,NOR198,Norway,,,,1,3,,#VALUE!,2,2,#VALUE!,65.02267429,0,0.332,0.001,9.828992898,1202.125382,9.828992898,3.702776682,0.837499991,11.535917,63.778194,,
2017,Vinne,NOR198,Norway,,,,1,5,,0,5,5,0,65.02267429,0,0.332,0.001,9.828992898,1202.125382,9.828992898,3.702776682,0.937499993,11.535917,63.778194,,
2018,Vinne,NOR198,Norway,,,,1,4,,4,0,0,0,65.02267429,0,0.313,0.001,9.828992898,1202.125382,9.828992898,3.702776682,1.074999996,11.535917,63.778194,,
2019,Vinne,NOR198,Norway,,,,1,5,,2,3,3,0,65.02267429,0,0.343,0.001,9.828992898,1202.125382,9.828992898,3.702776682,1.412499994,11.535917,63.778194,,
2022,Vinne,NOR198,Norway,,,,1,3,,2,1,1,0,65.02267429,0.001,0.324,0.002,9.828992898,1202.125382,9.828992898,3.702776682,1.799999997,11.535917,63.778194,,
2023,Vinne,NOR198,Norway,,,,1,3,,0,3,3,0,65.02267429,0.002,0.311,0.001,9.828992898,1202.125382,9.828992898,3.702776682,1.849999994,11.535917,63.778194,,
2011,C10,FRA9,France,,,,1,0,0,0,0,0,0,64.9928407,0,0.624,0,182.9997181,2091.153834,182.9997181,0,0.3,5.058715,47.059925,,
2012,C10,FRA9,France,,,,1,0,0,0,0,0,0,64.9928407,0,0.624,0,182.9997181,2091.153834,182.9997181,0,0.3,5.058715,47.059925,,
2013,C10,FRA9,France,,,,1,2,0,2,0,0,0,64.9928407,0,0.624,0,182.9997181,2091.153834,182.9997181,0,0,5.058715,47.059925,,
2014,C10,FRA9,France,,,,1,3,3,1,2,2,0,64.9928407,0,0.624,0,182.9997181,2091.153834,182.9997181,0,0,5.058715,47.059925,,
2015,C10,FRA9,France,,,,1,unknown,unknown,#VALUE!,5,5,0,64.9928407,0,0.624,0,182.9997181,2091.153834,182.9997181,0,0,5.058715,47.059925,,
2016,C10,FRA9,France,,,,1,unknown,unknown,#VALUE!,3,3,0,64.9928407,0,0.624,0,182.9997181,2091.153834,182.9997181,0,0,5.058715,47.059925,,
2017,C10,FRA9,France,,,,0,0,0,0,0,0,0,64.9928407,0,0.624,0,182.9997181,2091.153834,182.9997181,0,0,5.058715,47.059925,,
2018,C10,FRA9,France,,,,0,0,0,0,0,0,0,64.9928407,0,0.628,0,182.9997181,2091.153834,182.9997181,0,0,5.058715,47.059925,,
2019,C10,FRA9,France,,,,0,0,0,0,0,0,0,64.9928407,0,0.619,0,182.9997181,2091.153834,182.9997181,0,0,5.058715,47.059925,,
2020,C10,FRA9,France,,,,0,0,0,0,0,0,0,64.9928407,0,0.617,0,182.9997181,2091.153834,182.9997181,0,0,5.058715,47.059925,,
2021,C10,FRA9,France,,,,0,0,0,0,0,0,0,64.9928407,0,0.617,0,182.9997181,2091.153834,182.9997181,0,0,5.058715,47.059925,,
2022,C10,FRA9,France,,,,0,0,0,0,0,0,0,64.9928407,0,0.616,0,182.9997181,2091.153834,182.9997181,0,0,5.058715,47.059925,,
2023,C10,FRA9,France,,,,0,0,0,0,0,0,0,64.9928407,0,0.617,0,182.9997181,2091.153834,182.9997181,0,0,5.058715,47.059925,,
2011,71,CZE71,Czech Republic,,,,0,0,0,0,0,0,0,64.98136694,0.013,0.387,0,85.06681282,1833.442157,85.06681282,0.318829943,0.583333343,16.98806667,49.70422167,,
2012,71,CZE71,Czech Republic,,,,0,0,0,0,0,0,0,64.98136694,0.013,0.387,0,85.06681282,1833.442157,85.06681282,0.318829943,0.583333343,16.98806667,49.70422167,,
2013,71,CZE71,Czech Republic,,,,0,0,0,0,0,0,0,64.98136694,0.013,0.387,0,85.06681282,1833.442157,85.06681282,0.318829943,0.550000002,16.98806667,49.70422167,,
2014,71,CZE71,Czech Republic,,,,0,0,0,0,0,0,0,64.98136694,0.013,0.387,0,85.06681282,1833.442157,85.06681282,0.318829943,0.666666687,16.98806667,49.70422167,,
2016,71,CZE71,Czech Republic,,,,0,0,0,0,0,0,0,64.98136694,0.013,0.387,0,85.06681282,1833.442157,85.06681282,0.318829943,0.583333343,16.98806667,49.70422167,,
2017,71,CZE71,Czech Republic,,,,0,0,0,0,0,0,0,64.98136694,0.013,0.387,0,85.06681282,1833.442157,85.06681282,0.318829943,0.583333333,16.98806667,49.70422167,,
2019,71,CZE71,Czech Republic,,,,0,0,0,0,0,0,0,64.98136694,0,0.385,0.001,85.06681282,1833.442157,85.06681282,0.318829943,0.633333335,16.98806667,49.70422167,,
2022,71,CZE71,Czech Republic,,,,0,0,0,0,0,0,0,64.98136694,0,0.389,0.002,85.06681282,1833.442157,85.06681282,0.318829943,0.666666667,16.98806667,49.70422167,,
2014,752,CZE765,Czech Republic,,,,0,0,0,0,0,0,0,64.94851661,0.142,0.827,0,343.5372209,988.5049068,343.5372209,0,0,17.427028,49.863032,,
2015,752,CZE765,Czech Republic,,,,0,0,0,0,0,0,0,64.94851661,0.142,0.827,0,343.5372209,988.5049068,343.5372209,0,0.083333333,17.427028,49.863032,,
2019,752,CZE765,Czech Republic,,,,0,0,0,0,0,0,0,64.94851661,0.393,0.568,0,343.5372209,988.5049068,343.5372209,0,0.083333333,17.427028,49.863032,,
2021,752,CZE765,Czech Republic,,,,0,0,0,0,0,0,0,64.94851661,0.568,0.432,0,343.5372209,988.5049068,343.5372209,0,0,17.427028,49.863032,,
2023,752,CZE765,Czech Republic,,,,0,0,0,0,0,0,0,64.94851661,0.517,0.483,0,343.5372209,988.5049068,343.5372209,0,0.166666667,17.427028,49.863032,,
2011,Movatnet,NOR119,Norway,,,,1,4,,0,4,4,0,64.93501798,0.261,0.399,0.003,12.31213515,3000.443566,12.31213515,5.117574552,0.480000001,11.193308,63.628997,,
2012,Movatnet,NOR119,Norway,,,,1,2,,2,0,0,0,64.93501798,0.261,0.399,0.003,12.31213515,3000.443566,12.31213515,5.117574552,0.480000001,11.193308,63.628997,,
2013,Movatnet,NOR119,Norway,,,,1,unknown,,#VALUE!,unknown,unknown,#VALUE!,64.93501798,0.261,0.399,0.003,12.31213515,3000.443566,12.31213515,5.117574552,0.470000005,11.193308,63.628997,,
2014,Movatnet,NOR119,Norway,,,,1,5,,2,3,3,0,64.93501798,0.261,0.399,0.003,12.31213515,3000.443566,12.31213515,5.117574552,0,11.193308,63.628997,,
2015,Movatnet,NOR119,Norway,,,,1,unknown,,#VALUE!,0,0,0,64.93501798,0.261,0.399,0.003,12.31213515,3000.443566,12.31213515,5.117574552,0,11.193308,63.628997,,
2016,Movatnet,NOR119,Norway,,,,1,3,,0,3,3,0,64.93501798,0.261,0.399,0.003,12.31213515,3000.443566,12.31213515,5.117574552,0.2,11.193308,63.628997,,
2019,Movatnet,NOR119,Norway,,,,1,unknown,,#VALUE!,unknown,unknown,#VALUE!,64.93501798,0.237,0.395,0.002,12.31213515,3000.443566,12.31213515,5.117574552,0.210000002,11.193308,63.628997,,
2020,Movatnet,NOR119,Norway,,,,1,2,,0,2,2,0,64.93501798,0.207,0.407,0.001,12.31213515,3000.443566,12.31213515,5.117574552,0,11.193308,63.628997,,
2021,Movatnet,NOR119,Norway,,,,1,unknown,,#VALUE!,0,0,0,64.93501798,0.24,0.387,0.003,12.31213515,3000.443566,12.31213515,5.117574552,0.5,11.193308,63.628997,,
2023,Movatnet,NOR119,Norway,,,,1,2,,2,0,0,0,64.93501798,0.223,0.334,0.011,12.31213515,3000.443566,12.31213515,5.117574552,0.660000008,11.193308,63.628997,,
2022,153_Studler,CHE94,Switzerland,,,,0,0,0,0,0,0,0,64.91727336,0,0.37,0,563.3366193,1481.189365,563.3366193,0.191408973,0,8.706808878,47.57345017,,
2023,153_Studler,CHE94,Switzerland,,,,0,0,0,0,0,0,0,64.91727336,0,0.364,0,563.3366193,1481.189365,563.3366193,0.191408973,0.3,8.706808878,47.57345017,,
2013,FALSE,SWE43,Sweden,,,,1,5,5,5,0,0,0,64.89490064,0,0.553,0.021,41.46870582,756.9543532,41.46870582,0,0.342857148,14.44306,58.50012,,
2014,FALSE,SWE43,Sweden,,,,1,4,3,2,2,2,0,64.89490064,0,0.553,0.021,41.46870582,756.9543532,41.46870582,0,0.385714284,14.44306,58.50012,,
2015,FALSE,SWE43,Sweden,,,,1,2,unknown,0,2,2,0,64.89490064,0,0.553,0.021,41.46870582,756.9543532,41.46870582,0,0.371428575,14.44306,58.50012,,
2016,FALSE,SWE43,Sweden,,,,1,3,3,0,3,3,0,64.89490064,0,0.553,0.021,41.46870582,756.9543532,41.46870582,0,0.400000002,14.44306,58.50012,,
2017,FALSE,SWE43,Sweden,,,,1,3,0,3,0,0,0,64.89490064,0,0.553,0.021,41.46870582,756.9543532,41.46870582,0,0.457142855,14.44306,58.50012,,
2019,FALSE,SWE43,Sweden,,,,1,4,unknown,1,3,3,0,64.89490064,0.006,0.543,0.035,41.46870582,756.9543532,41.46870582,0,0.400000002,14.44306,58.50012,,
2020,FALSE,SWE43,Sweden,,,,1,5,5,0,5,5,0,64.89490064,0.008,0.535,0.024,41.46870582,756.9543532,41.46870582,0,0.071428571,14.44306,58.50012,,
2021,FALSE,SWE43,Sweden,,,,1,4,4,0,4,4,0,64.89490064,0.001,0.551,0.025,41.46870582,756.9543532,41.46870582,0,0.314285721,14.44306,58.50012,,
2022,FALSE,SWE43,Sweden,,,,1,2,2,0,2,2,0,64.89490064,0,0.551,0.024,41.46870582,756.9543532,41.46870582,0,0.357142866,14.44306,58.50012,,
2022,1042,CZE973,Czech Republic,,,,0,0,0,0,0,0,0,64.87402635,0.163,0.837,0,723.6323188,6839.165962,723.6323188,0,0,14.930887,50.748973,,
2023,1042,CZE973,Czech Republic,,,,0,0,0,0,0,0,0,64.87402635,0.147,0.85,0,723.6323188,6839.165962,723.6323188,0,0.333333333,14.930887,50.748973,,
2020, Dotnuvos_miskas_8_kv_B,LTU53,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,64.8725069,0.077,0.923,0,1772.150878,2490.783228,1772.150878,0,0,23.780545,55.439882,,
2021, Dotnuvos_miskas_8_kv_B,LTU53,Lithuania,,,,1,4,4,1,3,unknown,#VALUE!,64.8725069,0.006,0.994,0,1772.150878,2490.783228,1772.150878,0,0,23.780545,55.439882,,
2022, Dotnuvos_miskas_8_kv_B,LTU53,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,64.8725069,0.035,0.965,0,1772.150878,2490.783228,1772.150878,0,0,23.780545,55.439882,,
2023, Dotnuvos_miskas_8_kv_B,LTU53,Lithuania,,,,1,4,1,3,1,unknown,#VALUE!,64.8725069,0.021,0.979,0,1772.150878,2490.783228,1772.150878,0,0,23.780545,55.439882,,
2014,FALSE,FIN85,Finland,,,,0,0,0,0,0,0,0,64.86298115,0.165,0.832,0.003,275.3262248,1077.54169,275.3262248,1.361153315,0.616666685,24.32492828,60.28204674,,
2015,FALSE,FIN85,Finland,,,,0,0,0,0,0,0,0,64.86298115,0.165,0.832,0.003,275.3262248,1077.54169,275.3262248,1.361153315,0.583333333,24.32492828,60.28204674,,
2016,FALSE,FIN85,Finland,,,,0,0,0,0,0,0,0,64.86298115,0.165,0.832,0.003,275.3262248,1077.54169,275.3262248,1.361153315,0.466666679,24.32492828,60.28204674,,
2017,FALSE,FIN85,Finland,,,,0,0,0,0,0,0,0,64.86298115,0.165,0.832,0.003,275.3262248,1077.54169,275.3262248,1.361153315,0.633333345,24.32492828,60.28204674,,
2018,FALSE,FIN85,Finland,,,,0,0,0,0,0,0,0,64.86298115,0.125,0.842,0.009,275.3262248,1077.54169,275.3262248,1.361153315,0.616666675,24.32492828,60.28204674,,
2019,FALSE,FIN85,Finland,,,,0,0,0,0,0,0,0,64.86298115,0.047,0.847,0.002,275.3262248,1077.54169,275.3262248,1.361153315,0.683333327,24.32492828,60.28204674,,
2020,FALSE,FIN85,Finland,,,,0,0,0,0,0,0,0,64.86298115,0.175,0.803,0.008,275.3262248,1077.54169,275.3262248,1.361153315,0.483333329,24.32492828,60.28204674,,
2021,FALSE,FIN85,Finland,,,,0,0,0,0,0,0,0,64.86298115,0.092,0.863,0.008,275.3262248,1077.54169,275.3262248,1.361153315,0.716666669,24.32492828,60.28204674,,
2023,FALSE,FIN85,Finland,,,,0,0,0,0,0,0,0,64.86298115,0.136,0.859,0.001,275.3262248,1077.54169,275.3262248,1.361153315,0.849999994,24.32492828,60.28204674,,
2011,304,CZE304,Czech Republic,,,,0,0,0,0,0,0,0,64.85754505,0.037,0.963,0,229.8702657,6261.357496,229.8702657,0,0,16.99458598,49.87941812,,
2012,304,CZE304,Czech Republic,,,,0,0,0,0,0,0,0,64.85754505,0.037,0.963,0,229.8702657,6261.357496,229.8702657,0,0,16.99458598,49.87941812,,
2013,304,CZE304,Czech Republic,,,,0,0,0,0,0,0,0,64.85754505,0.037,0.963,0,229.8702657,6261.357496,229.8702657,0,0,16.99458598,49.87941812,,
2015,304,CZE304,Czech Republic,,,,0,0,0,0,0,0,0,64.85754505,0.037,0.963,0,229.8702657,6261.357496,229.8702657,0,0,16.99458598,49.87941812,,
2017,304,CZE304,Czech Republic,,,,0,0,0,0,0,0,0,64.85754505,0.037,0.963,0,229.8702657,6261.357496,229.8702657,0,0,16.99458598,49.87941812,,
2018,304,CZE304,Czech Republic,,,,0,0,0,0,0,0,0,64.85754505,0.102,0.898,0,229.8702657,6261.357496,229.8702657,0,0,16.99458598,49.87941812,,
2019,304,CZE304,Czech Republic,,,,1,4,4,0,4,4,0,64.85754505,0.212,0.788,0,229.8702657,6261.357496,229.8702657,0,0,16.99458598,49.87941812,,
2011, Dotnuvos_miskas_8_kv_A,LTU52,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,64.85742865,0.099,0.901,0,1774.385233,2427.572908,1774.385233,0,0,23.781412,55.440288,,
2012, Dotnuvos_miskas_8_kv_A,LTU52,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,64.85742865,0.099,0.901,0,1774.385233,2427.572908,1774.385233,0,0,23.781412,55.440288,,
2013, Dotnuvos_miskas_8_kv_A,LTU52,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,64.85742865,0.099,0.901,0,1774.385233,2427.572908,1774.385233,0,0,23.781412,55.440288,,
2014, Dotnuvos_miskas_8_kv_A,LTU52,Lithuania,,,,1,3,3,0,3,unknown,#VALUE!,64.85742865,0.099,0.901,0,1774.385233,2427.572908,1774.385233,0,0,23.781412,55.440288,,
2015, Dotnuvos_miskas_8_kv_A,LTU52,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,64.85742865,0.099,0.901,0,1774.385233,2427.572908,1774.385233,0,0,23.781412,55.440288,,
2016, Dotnuvos_miskas_8_kv_A,LTU52,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,64.85742865,0.099,0.901,0,1774.385233,2427.572908,1774.385233,0,0,23.781412,55.440288,,
2017, Dotnuvos_miskas_8_kv_A,LTU52,Lithuania,,,,1,4,4,1,3,unknown,#VALUE!,64.85742865,0.099,0.901,0,1774.385233,2427.572908,1774.385233,0,0,23.781412,55.440288,,
2018, Dotnuvos_miskas_8_kv_A,LTU52,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,64.85742865,0.062,0.938,0,1774.385233,2427.572908,1774.385233,0,0,23.781412,55.440288,,
2019, Dotnuvos_miskas_8_kv_A,LTU52,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,64.85742865,0.031,0.969,0,1774.385233,2427.572908,1774.385233,0,0,23.781412,55.440288,,
2020, Dotnuvos_miskas_8_kv_A,LTU52,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,64.85742865,0.055,0.945,0,1774.385233,2427.572908,1774.385233,0,0,23.781412,55.440288,,
2021, Dotnuvos_miskas_8_kv_A,LTU52,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,64.85742865,0.002,0.998,0,1774.385233,2427.572908,1774.385233,0,0,23.781412,55.440288,,
2022, Dotnuvos_miskas_8_kv_A,LTU52,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,64.85742865,0.02,0.98,0,1774.385233,2427.572908,1774.385233,0,0,23.781412,55.440288,,
2011,96,CZE96,Czech Republic,,,,0,0,0,0,0,0,0,64.84533138,0.024,0.931,0,107.7390631,1441.994163,107.7390631,1.04597389,0.833333323,17.02300833,49.72539333,,
2012,96,CZE96,Czech Republic,,,,0,0,0,0,0,0,0,64.84533138,0.024,0.931,0,107.7390631,1441.994163,107.7390631,1.04597389,0.833333323,17.02300833,49.72539333,,
2013,96,CZE96,Czech Republic,,,,1,4,0,4,0,0,0,64.84533138,0.024,0.931,0,107.7390631,1441.994163,107.7390631,1.04597389,0.716666679,17.02300833,49.72539333,,
2014,96,CZE96,Czech Republic,,,,0,0,0,0,0,0,0,64.84533138,0.024,0.931,0,107.7390631,1441.994163,107.7390631,1.04597389,0.683333347,17.02300833,49.72539333,,
2015,96,CZE96,Czech Republic,,,,0,0,0,0,0,0,0,64.84533138,0.024,0.931,0,107.7390631,1441.994163,107.7390631,1.04597389,0.699999998,17.02300833,49.72539333,,
2016,96,CZE96,Czech Republic,,,,1,2,2,0,2,2,0,64.84533138,0.024,0.931,0,107.7390631,1441.994163,107.7390631,1.04597389,0.366666665,17.02300833,49.72539333,,
2017,96,CZE96,Czech Republic,,,,0,0,0,0,0,0,0,64.84533138,0.024,0.931,0,107.7390631,1441.994163,107.7390631,1.04597389,0.583333323,17.02300833,49.72539333,,
2018,96,CZE96,Czech Republic,,,,0,0,0,0,0,0,0,64.84533138,0.01,0.944,0.002,107.7390631,1441.994163,107.7390631,1.04597389,0.516666671,17.02300833,49.72539333,,
2019,96,CZE96,Czech Republic,,,,0,0,0,0,0,0,0,64.84533138,0.004,0.931,0.002,107.7390631,1441.994163,107.7390631,1.04597389,0.333333333,17.02300833,49.72539333,,
2020,96,CZE96,Czech Republic,,,,1,unknown,unknown,#VALUE!,unknown,unknown,#VALUE!,64.84533138,0.03,0.933,0.002,107.7390631,1441.994163,107.7390631,1.04597389,0.216666669,17.02300833,49.72539333,,
2021,96,CZE96,Czech Republic,,,,0,0,0,0,0,0,0,64.84533138,0.01,0.951,0,107.7390631,1441.994163,107.7390631,1.04597389,0.283333331,17.02300833,49.72539333,,
2022,96,CZE96,Czech Republic,,,,0,0,0,0,0,0,0,64.84533138,0.028,0.93,0.001,107.7390631,1441.994163,107.7390631,1.04597389,0.25,17.02300833,49.72539333,,
2023,96,CZE96,Czech Republic,,,,1,5,5,0,5,5,0,64.84533138,0.048,0.92,0.003,107.7390631,1441.994163,107.7390631,1.04597389,0.583333333,17.02300833,49.72539333,,
2018,FALSE,FIN104,Finland,,,,0,0,0,0,0,0,0,64.811493,0.081,0.871,0,475.5546687,475.5546687,845.9992684,0,0,23.874894,60.059592,,
2019,FALSE,FIN104,Finland,,,,1,3,unknown,#VALUE!,unknown,unknown,#VALUE!,64.811493,0.066,0.886,0,475.5546687,475.5546687,845.9992684,0,0,23.874894,60.059592,,
2020,FALSE,FIN104,Finland,,,,1,3,unknown,#VALUE!,unknown,unknown,#VALUE!,64.811493,0.067,0.884,0,475.5546687,475.5546687,845.9992684,0,0,23.874894,60.059592,,
2021,FALSE,FIN104,Finland,,,,0,0,0,0,0,0,0,64.811493,0.062,0.887,0,475.5546687,475.5546687,845.9992684,0,0,23.874894,60.059592,,
2022,FALSE,FIN104,Finland,,,,0,0,0,0,0,0,0,64.811493,0.048,0.904,0,475.5546687,475.5546687,845.9992684,0,0.383333345,23.874894,60.059592,,
2021,Auchentriog oak,S143,Scotland,,,No signs and no birds,0,0,0,0,0,0,0,64.79756112,0.092,0.905,0,1030.117371,1030.117371,1043.153848,0,0,-4.375317,56.113172,,
2014,FALSE,SWE18,Sweden,,,,1,4,4,0,4,4,0,64.77293338,0.025,0.553,0.017,21.86539387,4941.936542,21.86539387,0,0.3125,14.18741,58.38736,,
2016,FALSE,SWE18,Sweden,,,,1,5,unknown,2,3,3,0,64.77293338,0.025,0.553,0.017,21.86539387,4941.936542,21.86539387,0,0.0625,14.18741,58.38736,,
2017,FALSE,SWE18,Sweden,,,,1,4,4,0,4,4,0,64.77293338,0.025,0.553,0.017,21.86539387,4941.936542,21.86539387,0,0.125,14.18741,58.38736,,
2019,FALSE,SWE18,Sweden,,,,1,4,unknown,1,3,3,0,64.77293338,0.013,0.44,0.045,21.86539387,4941.936542,21.86539387,0,0.4375,14.18741,58.38736,,
2020,FALSE,SWE18,Sweden,,,,1,5,4,1,4,4,0,64.77293338,0.011,0.395,0.05,21.86539387,4941.936542,21.86539387,0,0,14.18741,58.38736,,
2021,FALSE,SWE18,Sweden,,,,1,3,3,0,3,3,0,64.77293338,0.003,0.43,0.038,21.86539387,4941.936542,21.86539387,0,0,14.18741,58.38736,,
2011,SL47,FRA115,France,,,,1,unknown,unknown,#VALUE!,4,4,0,64.76240415,0,1,0,2655.38198,5114.153789,2655.38198,0,0.083333333,4.889186,46.890808,,
2012,SL47,FRA115,France,,,,1,2,2,0,2,2,0,64.76240415,0,1,0,2655.38198,5114.153789,2655.38198,0,0.083333333,4.889186,46.890808,,
2013,SL47,FRA115,France,,,,1,0,0,0,0,0,0,64.76240415,0,1,0,2655.38198,5114.153789,2655.38198,0,0,4.889186,46.890808,,
2014,SL47,FRA115,France,,,,1,2,0,2,0,0,0,64.76240415,0,1,0,2655.38198,5114.153789,2655.38198,0,0,4.889186,46.890808,,
2015,SL47,FRA115,France,,,,1,3,0,3,0,0,0,64.76240415,0,1,0,2655.38198,5114.153789,2655.38198,0,0,4.889186,46.890808,,
2016,SL47,FRA115,France,,,,0,0,0,0,0,0,0,64.76240415,0,1,0,2655.38198,5114.153789,2655.38198,0,0,4.889186,46.890808,,
2017,SL47,FRA115,France,,,,1,0,0,0,0,0,0,64.76240415,0,1,0,2655.38198,5114.153789,2655.38198,0,0,4.889186,46.890808,,
2018,SL47,FRA115,France,,,,1,unknown,unknown,#VALUE!,5,5,0,64.76240415,0,1,0,2655.38198,5114.153789,2655.38198,0,0,4.889186,46.890808,,
2019,SL47,FRA115,France,,,,1,2,0,2,0,0,0,64.76240415,0,1,0,2655.38198,5114.153789,2655.38198,0,0,4.889186,46.890808,,
2020,SL47,FRA115,France,,,,0,0,0,0,0,0,0,64.76240415,0,1,0,2655.38198,5114.153789,2655.38198,0,0,4.889186,46.890808,,
2021,SL47,FRA115,France,,,,1,unknown,unknown,#VALUE!,3,3,0,64.76240415,0,1,0,2655.38198,5114.153789,2655.38198,0,0,4.889186,46.890808,,
2022,SL47,FRA115,France,,,,0,0,0,0,0,0,0,64.76240415,0,1,0,2655.38198,5114.153789,2655.38198,0,0,4.889186,46.890808,,
